HbEID;DOC_TYPE;Fachbereich;Gebiet;Unternehmen;Kostenstelle;Ergebniseinheit;Konto;Unterkonto;Wirtschaftsjahr;Veroffentlichungsdatum;Veroffentlichungszeit;Wahrung;Wechselkurs;DBCR_INDICATOR;Soll;Haben;Endbetrag;Transaktionsherkunft;Wirksamkeitsdatum;Wirkungszeitraum;Buchungstext;Kontenname;Storno-Indikator;Storno-Datum;Storno-Uhrzeit;Nutzer;Erstellungsdatum;Erstellungsuhrzeit;Manuelle/automatische Buchung;Geändert von;Genehmigt von;Genehmigungsdatum;Gelöscht-Markierung;Posten-Nummer;Batch Date
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;11981,65;0;11981,65;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;15676,5;-15676,5;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;130832,08;0;130832,08;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,98;0;8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;15676,5;0;15676,5;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;11981,65;-11981,65;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;10429,65;0;10429,65;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,98;0;8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;254142,5;0;254142,5;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;11923,16;-11923,16;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;24007,52;0;24007,52;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;38147,94;-38147,94;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;221463,65;0;221463,65;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;5059,46;-5059,46;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;5059,46;0;5059,46;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;5059,46;0;5059,46;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,93;-8128,93;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;30392,39;0;30392,39;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,96;-8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;5059,46;-5059,46;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;639782,72;0;639782,72;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;40158,85;-40158,85;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,98;0;8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;21580,72;-21580,72;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;245818,8;0;245818,8;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,98;-8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;17530,22;-17530,22;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;51628,11;-51628,11;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;14480,35;0;14480,35;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;49761,53;0;49761,53;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,98;-8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;194634,57;-194634,57;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;65642,14;0;65642,14;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;50558,19;-50558,19;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;39821,43;-39821,43;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,96;-8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,98;0;8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;5059,46;-5059,46;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;55492,57;0;55492,57;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;56241,1;0;56241,1;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;56192,81;-56192,81;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,98;0;8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;30002,07;0;30002,07;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,96;-8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,96;-8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8981,23;0;8981,23;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,98;-8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;17530,22;0;17530,22;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,98;-8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;49761,53;-49761,53;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;114597,92;0;114597,92;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;507531,89;0;507531,89;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;12407,4;-12407,4;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,98;0;8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;55492,57;-55492,57;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,98;-8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;40158,85;0;40158,85;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,98;0;8128,98;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,98;-8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,98;0;8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;11981,65;0;11981,65;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;14757,54;-14757,54;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;36274,9;-36274,9;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;42339,9;-42339,9;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;13761,16;-13761,16;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;30081,14;-30081,14;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;34033,81;0;34033,81;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;17530,22;0;17530,22;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,98;-8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;24007,52;0;24007,52;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;128,42;0;128,42;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;8128,96;-8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,98;0;8128,98;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;314873,05;0;314873,05;GL;16.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;52675,64;-52675,64;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;0;211385,72;-211385,72;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999P09;P;1;100;1;1;1;134078;1000;2017;05.07.2017;11:45:00;EUR;1;;8128,96;0;8128,96;GL;15.06.2017;6;Projektabschluss - Juni 2005;angewandte C.O.S.-% vollständig;N;;00:00:00;Dlous;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
